36.089,3.5,1,0
36.092,3.5167,2,0
36.094,3.5333,1,2.0816e-05
36.097,3.55,0,2.0816e-05
36.098,3.5667,4,0.00018153
36.098,3.5833,4,0.0007896
36.097,3.6,3,0.0013912
36.094,3.6167,3,0.00071146
36.09,3.6333,2,0.00074341
36.086,3.65,2,0.00038838
36.08,3.6667,0,0.00038838
36.073,3.6833,2,0.00057212
36.065,3.7,4,0.0010756
36.056,3.7167,5,0.0021142
36.047,3.7333,2,0.0032684
36.037,3.75,2,0.0047254
36.026,3.7667,6,0.0066869
36.015,3.7833,4,0.0090424
36.003,3.8,2,0.011347
35.991,3.8167,3,0.0092038
35.98,3.8333,1,0.0085406
35.968,3.85,1,0.0080205
35.957,3.8667,2,0.0075648
35.946,3.8833,3,0.0068705
35.935,3.9,8,0.0060382
35.927,3.9167,1,0.0054311
35.921,3.9333,0,0.0054311
35.915,3.95,0,0.0054311
35.909,3.9667,0,0.0054311
35.904,3.9833,1,0.0054197
35.901,4,1,0.0053827
35.899,4.0167,1,0.0053826
35.897,4.0333,0,0.0053826
35.895,4.05,0,0.0053826
35.894,4.0667,0,0.0053826
35.893,4.0833,3,0.0064458
35.891,4.1,6,0.0085655
35.891,4.1167,12,0.011951
35.89,4.1333,3,0.011453
35.889,4.15,2,0.011496
35.89,4.1667,1,0.011559
35.891,4.1833,2,0.01209
35.894,4.2,3,0.012063
35.896,4.2167,2,0.013443
35.899,4.2333,3,0.0164
35.901,4.25,5,0.019026
35.905,4.2667,5,0.022392
35.91,4.2833,4,0.024216
35.915,4.3,1,0.025623
35.92,4.3167,3,0.026486
35.926,4.3333,0,0.026486
35.93,4.35,0,0.026486
35.931,4.3667,0,0.026486
35.927,4.3833,1,0.026744
35.921,4.4,4,0.029061
35.914,4.4167,5,0.030929
35.906,4.4333,1,0.032656
35.897,4.45,2,0.034303
35.887,4.4667,4,0.035649
35.876,4.4833,2,0.035729
35.864,4.5,5,0.034699
35.853,4.5167,3,0.032547
35.842,4.5333,3,0.031631
